D,complex_real,error_prob,hierarchical,proj
896.0,1.0,0.001500000013038516,0.0,srht
960.0,1.0,0.0010999999940395355,0.0,srht
1024.0,1.0,0.0010999999940395355,0.0,srht
1088.0,1.0,0.00039999998989515007,0.0,srht
1152.0,1.0,0.0003000000142492354,0.0,srht
1216.0,1.0,0.00019999999494757503,0.0,srht
1280.0,1.0,9.999999747378752e-05,0.0,srht
1344.0,1.0,0.0003000000142492354,0.0,srht
1408.0,1.0,0.00019999999494757503,0.0,srht
1472.0,1.0,0.0,0.0,srht
1536.0,1.0,0.0,0.0,srht
1600.0,1.0,0.0,0.0,srht
1664.0,1.0,0.0,0.0,srht
1728.0,1.0,0.0,0.0,srht
1792.0,1.0,0.0,0.0,srht
1856.0,1.0,0.0,0.0,srht
