D,complex_real,error_prob,hierarchical,proj
768.0,1.0,0.0010000000474974513,0.0,srht
832.0,1.0,0.003000000026077032,0.0,srht
896.0,1.0,0.0,0.0,srht
960.0,1.0,0.0020000000949949026,0.0,srht
1024.0,1.0,0.003000000026077032,0.0,srht
1088.0,1.0,0.0,0.0,srht
1152.0,1.0,0.0,0.0,srht
1216.0,1.0,0.0,0.0,srht
1280.0,1.0,0.0,0.0,srht
1344.0,1.0,0.0,0.0,srht
1408.0,1.0,0.0,0.0,srht
1472.0,1.0,0.0,0.0,srht
1536.0,1.0,0.0,0.0,srht
1600.0,1.0,0.0,0.0,srht
1664.0,1.0,0.0010000000474974513,0.0,srht
1728.0,1.0,0.0010000000474974513,0.0,srht
1792.0,1.0,0.0,0.0,srht
1856.0,1.0,0.0,0.0,srht
