D,complex_real,error_prob,hierarchical,proj
384.0,0.0,0.06499999761581421,0.0,rademacher
448.0,0.0,0.057999998331069946,0.0,rademacher
512.0,0.0,0.029999999329447746,0.0,rademacher
576.0,0.0,0.024000000208616257,0.0,rademacher
640.0,0.0,0.02199999988079071,0.0,rademacher
704.0,0.0,0.008999999612569809,0.0,rademacher
768.0,0.0,0.008999999612569809,0.0,rademacher
832.0,0.0,0.007000000216066837,0.0,rademacher
896.0,0.0,0.004999999888241291,0.0,rademacher
960.0,0.0,0.0020000000949949026,0.0,rademacher
1024.0,0.0,0.0020000000949949026,0.0,rademacher
1088.0,0.0,0.0020000000949949026,0.0,rademacher
1152.0,0.0,0.0020000000949949026,0.0,rademacher
1216.0,0.0,0.0010000000474974513,0.0,rademacher
1280.0,0.0,0.003000000026077032,0.0,rademacher
1344.0,0.0,0.0010000000474974513,0.0,rademacher
1408.0,0.0,0.0020000000949949026,0.0,rademacher
1472.0,0.0,0.0010000000474974513,0.0,rademacher
1536.0,0.0,0.0,0.0,rademacher
1600.0,0.0,0.0,0.0,rademacher
1664.0,0.0,0.0,0.0,rademacher
1728.0,0.0,0.0,0.0,rademacher
1792.0,0.0,0.0,0.0,rademacher
1856.0,0.0,0.0,0.0,rademacher
64.0,1.0,0.39800000190734863,0.0,rademacher
128.0,1.0,0.2029999941587448,0.0,rademacher
192.0,1.0,0.12399999797344208,0.0,rademacher
256.0,1.0,0.08100000023841858,0.0,rademacher
320.0,1.0,0.04699999839067459,0.0,rademacher
384.0,1.0,0.02800000086426735,0.0,rademacher
448.0,1.0,0.01899999938905239,0.0,rademacher
512.0,1.0,0.00800000037997961,0.0,rademacher
576.0,1.0,0.00800000037997961,0.0,rademacher
640.0,1.0,0.0020000000949949026,0.0,rademacher
704.0,1.0,0.0020000000949949026,0.0,rademacher
768.0,1.0,0.003000000026077032,0.0,rademacher
832.0,1.0,0.0,0.0,rademacher
896.0,1.0,0.0,0.0,rademacher
960.0,1.0,0.0,0.0,rademacher
1024.0,1.0,0.0,0.0,rademacher
1088.0,1.0,0.0,0.0,rademacher
1152.0,1.0,0.0,0.0,rademacher
1216.0,1.0,0.0,0.0,rademacher
1280.0,1.0,0.0,0.0,rademacher
1344.0,1.0,0.0,0.0,rademacher
1408.0,1.0,0.0,0.0,rademacher
1472.0,1.0,0.0,0.0,rademacher
1536.0,1.0,0.0,0.0,rademacher
1600.0,1.0,0.0,0.0,rademacher
1664.0,1.0,0.0,0.0,rademacher
1728.0,1.0,0.0,0.0,rademacher
1792.0,1.0,0.0,0.0,rademacher
1856.0,1.0,0.0,0.0,rademacher
64.0,0.0,0.46000000834465027,0.0,srht
128.0,0.0,0.19499999284744263,0.0,srht
192.0,0.0,0.11400000005960464,0.0,srht
256.0,0.0,0.06800000369548798,0.0,srht
320.0,0.0,0.02500000037252903,0.0,srht
384.0,0.0,0.017000000923871994,0.0,srht
448.0,0.0,0.00800000037997961,0.0,srht
512.0,0.0,0.004999999888241291,0.0,srht
576.0,0.0,0.004000000189989805,0.0,srht
640.0,0.0,0.0010000000474974513,0.0,srht
704.0,0.0,0.0020000000949949026,0.0,srht
768.0,0.0,0.0,0.0,srht
832.0,0.0,0.0,0.0,srht
896.0,0.0,0.0,0.0,srht
960.0,0.0,0.0,0.0,srht
1024.0,0.0,0.0,0.0,srht
1088.0,0.0,0.0,0.0,srht
1152.0,0.0,0.0,0.0,srht
1216.0,0.0,0.0,0.0,srht
1280.0,0.0,0.0,0.0,srht
1344.0,0.0,0.0,0.0,srht
1408.0,0.0,0.0,0.0,srht
1472.0,0.0,0.0,0.0,srht
1536.0,0.0,0.0,0.0,srht
1600.0,0.0,0.0,0.0,srht
1664.0,0.0,0.0,0.0,srht
1728.0,0.0,0.0,0.0,srht
1792.0,0.0,0.0,0.0,srht
1856.0,0.0,0.0,0.0,srht
64.0,1.0,0.27399998903274536,0.0,srht
128.0,1.0,0.08399999886751175,0.0,srht
192.0,1.0,0.06599999964237213,0.0,srht
256.0,1.0,0.02800000086426735,0.0,srht
320.0,1.0,0.026000000536441803,0.0,srht
384.0,1.0,0.012000000104308128,0.0,srht
448.0,1.0,0.01600000075995922,0.0,srht
512.0,1.0,0.010999999940395355,0.0,srht
576.0,1.0,0.010999999940395355,0.0,srht
640.0,1.0,0.003000000026077032,0.0,srht
704.0,1.0,0.0020000000949949026,0.0,srht
768.0,1.0,0.0010000000474974513,0.0,srht
832.0,1.0,0.004000000189989805,0.0,srht
896.0,1.0,0.0010000000474974513,0.0,srht
960.0,1.0,0.0020000000949949026,0.0,srht
1024.0,1.0,0.0,0.0,srht
1088.0,1.0,0.0010000000474974513,0.0,srht
1152.0,1.0,0.0010000000474974513,0.0,srht
1216.0,1.0,0.0010000000474974513,0.0,srht
1280.0,1.0,0.0010000000474974513,0.0,srht
1344.0,1.0,0.0010000000474974513,0.0,srht
1408.0,1.0,0.0010000000474974513,0.0,srht
1472.0,1.0,0.0,0.0,srht
1536.0,1.0,0.0,0.0,srht
1600.0,1.0,0.0,0.0,srht
1664.0,1.0,0.0,0.0,srht
1728.0,1.0,0.0,0.0,srht
1792.0,1.0,0.0,0.0,srht
1856.0,1.0,0.0,0.0,srht
